"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
25955522,4,"Majige","Selemani","M","Ifakara Health Institute, Dar-es-Salaam, Tanzania."
25955522,5,"Mbaraka","Amuri","M","Jhpiego, Dar-es-Salaam, Tanzania."
25955522,6,"Joseph P","Mugasa","JP","National Institute for Medical Research, Amani Medical Research Centre, Tanga, Tanzania."
25955522,7,"Paul S","Gwakisa","PS","Nelson Mandela African Institution of Science and Technology, Arusha, Tanzania; Genome Science Centre and Department of Veterinary Microbiology and Parasitology, Sokoine University of Agriculture, Morogoro, Tanzania."
25958184,1,"P","Damborg","P","Department of Veterinary Disease Biology, Faculty of Health and Medical Sciences, University of Copenhagen, Frederiksberg, Denmark. Electronic address: pedam@sund.ku.dk."
25958184,2,"E M","Broens","EM","Department of Infectious Diseases and Immunology, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands."
25958184,3,"B B","Chomel","BB","Department of Population Health and Reproduction, School of Veterinary Medicine, University of California, Davis, USA."
25958184,4,"S","Guenther","S","Institute of Microbiology and Epizootics, Freie Universität Berlin, Berlin, Germany."
25958184,5,"F","Pasmans","F","Department of Pathology, Bacteriology and Avian Diseases, Faculty of Veterinary Medicine, Ghent University, Merelbeke, Belgium."
25958184,6,"J A","Wagenaar","JA","Department of Infectious Diseases and Immunology, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands."
25958184,7,"J S","Weese","JS","Department of Pathobiology, University of Guelph, Guelph, Canada."
25958184,8,"L H","Wieler","LH","Institute of Microbiology and Epizootics, Freie Universität Berlin, Berlin, Germany."
25958184,9,"U","Windahl","U","Department of Animal Health and Antimicrobial Strategies, National Veterinary Institute, Uppsala, Sweden."
25958184,10,"D","Vanrompay","D","Department of Molecular Biotechnology, Faculty of Bioscience Engineering, University of Ghent, Ghent, Belgium."
25958184,11,"L","Guardabassi","L","Department of Veterinary Disease Biology, Faculty of Health and Medical Sciences, University of Copenhagen, Frederiksberg, Denmark."
25962762,1,"K Vinod","Kumar","KV","Regional Medical Research Centre (ICMR), WHO Collaborating Centre for Diagnosis, Reference, Research and Training in Leptospirosis, Port Blair 744101, Andaman and Nicobar Islands, India."
25962762,2,"Chandan","Lall","C","Regional Medical Research Centre (ICMR), WHO Collaborating Centre for Diagnosis, Reference, Research and Training in Leptospirosis, Port Blair 744101, Andaman and Nicobar Islands, India."
25962762,3,"R Vimal","Raj","RV","Regional Medical Research Centre (ICMR), WHO Collaborating Centre for Diagnosis, Reference, Research and Training in Leptospirosis, Port Blair 744101, Andaman and Nicobar Islands, India."
25962762,4,"K","Vedhagiri","K","Regional Medical Research Centre (ICMR), WHO Collaborating Centre for Diagnosis, Reference, Research and Training in Leptospirosis, Port Blair 744101, Andaman and Nicobar Islands, India."
25962762,5,"P","Vijayachari","P","Regional Medical Research Centre (ICMR), WHO Collaborating Centre for Diagnosis, Reference, Research and Training in Leptospirosis, Port Blair 744101, Andaman and Nicobar Islands, India pblicmr@sancharnet.in."
25963899,1,"Simone","Schuller","S","University College Dublin, School of Veterinary Medicine, Dublin, Ireland; Vetsuisse Faculty Bern, Länggassstrasse 128, 3012 Bern, Switzerland. Electronic address: simone.schuller@vetsuisse.unibe.ch."
25963899,2,"John J","Callanan","JJ","University College Dublin, School of Veterinary Medicine, Dublin, Ireland; Ross University School of Veterinary Medicine, St Kitts, West Indies."
25963899,3,"Sheila","Worrall","S","University College Dublin, School of Veterinary Medicine, Dublin, Ireland."
25963899,4,"Thierry","Francey","T","Vetsuisse Faculty Bern, Länggassstrasse 128, 3012 Bern, Switzerland."
25963899,5,"Ariane","Schweighauser","A","Vetsuisse Faculty Bern, Länggassstrasse 128, 3012 Bern, Switzerland."
25963899,6,"Barbara","Kohn","B","FU Berlin, Robert-von-Ostertag-Str. 15, 14163 Berlin, Germany."
25963899,7,"Robert","Klopfleisch","R","FU Berlin, Robert-von-Ostertag-Str. 15, 14163 Berlin, Germany."
25963899,8,"Horst","Posthaus","H","Vetsuisse Faculty Bern, Länggassstrasse 128, 3012 Bern, Switzerland."
25963899,9,"Jarlath E","Nally","JE","University College Dublin, School of Veterinary Medicine, Dublin, Ireland."
25964152,1,"I","Chikeka","I","Departments of Pathology and Microbiology & Immunology, University of Maryland School of Medicine, Baltimore, MD, USA."
25964152,2,"J S","Dumler","JS","Departments of Pathology and Microbiology & Immunology, University of Maryland School of Medicine, Baltimore, MD, USA. Electronic address: sdumler@som.umaryland.edu."
25973203,1,"Stephanie","Burniston","S","Division of Infection and Pathway Medicine, College of Medicine and Veterinary, Medicine, University of Edinburgh, 49 Little France Crescent, Edinburgh, EH16 4SB UK."
25973203,2,"Anna L","Okello","AL","Division of Infection and Pathway Medicine, College of Medicine and Veterinary, Medicine, University of Edinburgh, 49 Little France Crescent, Edinburgh, EH16 4SB UK ; CSIRO Animal Food and Health Sciences, Australian Animal Health Laboratory (AAHL), Regional Programme, 5 Portarlington Road, East Geelong, Victoria 3219 Australia."
25973203,3,"Boualam","Khamlome","B","Department for Communicable Disease Control (DCDC), Ministry of Health, Thadeua Road, Vientiane, Lao PDR."
25973203,4,"Phouth","Inthavong","P","Department of Livestock and Fisheries, Ministry of Agriculture and Forestry, Ban Sithan Nua, Luang Prabang Road, Sikhottabong District, Vientiane, 7042 Lao PDR."
25973203,5,"Jeffrey","Gilbert","J","International Livestock Research Institute (ILRI), Asia Programme, Kabete, Naivasha Road, Nairobi, 30709-00100 Kenya."
25973203,6,"Stuart D","Blacksell","SD","Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, 420/6 Rajvithee Road, 10400 Bangkok, Thailand ; Centre for Tropical Medicine, Nuffield Department of Clinical Medicine, Churchill Hospital, Old Road, Headington, Oxford, OX3 7LJ UK."
25973203,7,"John","Allen","J","CSIRO Animal Food and Health Sciences, Australian Animal Health Laboratory (AAHL), Regional Programme, 5 Portarlington Road, East Geelong, Victoria 3219 Australia."
25973203,8,"Susan C","Welburn","SC","Division of Infection and Pathway Medicine, College of Medicine and Veterinary, Medicine, University of Edinburgh, 49 Little France Crescent, Edinburgh, EH16 4SB UK."
25976319,1,"Leonardo Garcia","Monte","LG","Centro de Desenvolvimento Tecnológico, Núcleo de Biotecnologia, Laboratório de Imunodiagnóstico, Universidade Federal de Pelotas, Campus Universitário Capão do Leão, CP 354, CEP: 96010-900 Pelotas, RS, Brazil. Electronic address: leonardogmonte@hotmail.com."
25976319,2,"Karine Forster","Ridieri","KF","Centro de Desenvolvimento Tecnológico, Núcleo de Biotecnologia, Laboratório de Vacinologia, Universidade Federal de Pelotas, Campus Universitário Capão do Leão, CP 354, CEP: 96010-900, Pelotas, RS, Brazil. Electronic address: kmacielforster@yahoo.com.br."
25976319,3,"Sérgio","Jorge","S","Centro de Desenvolvimento Tecnológico, Núcleo de Biotecnologia, Laboratório de Vacinologia, Universidade Federal de Pelotas, Campus Universitário Capão do Leão, CP 354, CEP: 96010-900, Pelotas, RS, Brazil. Electronic address: sergiojorgevet@hotmail.com."
25976319,4,"Natasha Rodrigues","Oliveira","NR","Centro de Desenvolvimento Tecnológico, Núcleo de Biotecnologia, Laboratório de Vacinologia, Universidade Federal de Pelotas, Campus Universitário Capão do Leão, CP 354, CEP: 96010-900, Pelotas, RS, Brazil. Electronic address: oliveira_natasha@hotmail.com."
25976319,5,"Daiane Drawanz","Hartwig","DD","Centro de Desenvolvimento Tecnológico, Núcleo de Biotecnologia, Instituto de Biologia, Departamento de Microbiologia e Parasitologia-Laboratório de Bacteriologia: Universidade Federal de Pelotas, Campus Universitário Capão do Leão, CP 354, CEP: 96010-900 Pelotas, RS, Brazil. Electronic address: daianehartwig@gmail.com."
25976319,6,"Marta Gonçalves","Amaral","MG","Centro de Desenvolvimento Tecnológico, Núcleo de Biotecnologia, Laboratório de Imunodiagnóstico, Universidade Federal de Pelotas, Campus Universitário Capão do Leão, CP 354, CEP: 96010-900 Pelotas, RS, Brazil."
25976319,7,"Cláudia Pinho","Hartleben","CP","Centro de Desenvolvimento Tecnológico, Núcleo de Biotecnologia, Laboratório de Imunodiagnóstico, Universidade Federal de Pelotas, Campus Universitário Capão do Leão, CP 354, CEP: 96010-900 Pelotas, RS, Brazil. Electronic address: clauhart@terra.com.br."
25976319,8,"Odir Antonio","Dellagostin","OA","Centro de Desenvolvimento Tecnológico, Núcleo de Biotecnologia, Laboratório de Vacinologia, Universidade Federal de Pelotas, Campus Universitário Capão do Leão, CP 354, CEP: 96010-900, Pelotas, RS, Brazil. Electronic address: odir@terra.com.br."
25987479,1,"Matthias","Karrasch","M","Institute of Medical Microbiology, University Hospital of Friedrich-Schiller-University Jena, Erlanger Allee 101, 07743, Jena, Germany. matthias.karrasch@med.uni-jena.de."
25987479,2,"Konstantin","Herfurth","K","Department of Internal Medicine III (Nephrology), University Hospital of Friedrich-Schiller-University Jena, Jena, Germany."
25987479,3,"Monika","Kläver","M","Institute of Diagnostic and Interventional Radiology, University Hospital of Friedrich-Schiller-University Jena, Jena, Germany."
25987479,4,"Jenny","Miethke","J","Department of Internal Medicine II (Hematology/Oncology), University Hospital of Friedrich-Schiller-University Jena, Jena, Germany."
25987479,5,"Anne","Mayer-Scholl","A","German Consiliary Laboratory for Leptospirosis, Federal Institute for Risk Assessment, Berlin, Germany."
25987479,6,"Enno","Luge","E","German Consiliary Laboratory for Leptospirosis, Federal Institute for Risk Assessment, Berlin, Germany."
25987479,7,"Eberhard","Straube","E","Institute of Medical Microbiology, University Hospital of Friedrich-Schiller-University Jena, Erlanger Allee 101, 07743, Jena, Germany."
25987479,8,"Martin","Busch","M","Department of Internal Medicine III (Nephrology), University Hospital of Friedrich-Schiller-University Jena, Jena, Germany."
25997883,1,"Priscila S","Pinto","PS","Fluminense Federal University, Laboratory of Veterinary Bacteriology, Biomedical Institute, 101 Prof. Hernani Mello Street, Niterói, Rio de Janeiro, Brazil."
25997883,2,"Ana P","Loureiro","AP","Fluminense Federal University, Laboratory of Veterinary Bacteriology, Biomedical Institute, 101 Prof. Hernani Mello Street, Niterói, Rio de Janeiro, Brazil."
25997883,3,"Bruno","Penna","B","Fluminense Federal University, Laboratory of Veterinary Bacteriology, Biomedical Institute, 101 Prof. Hernani Mello Street, Niterói, Rio de Janeiro, Brazil."
25997883,4,"Walter","Lilenbaum","W","Fluminense Federal University, Laboratory of Veterinary Bacteriology, Biomedical Institute, 101 Prof. Hernani Mello Street, Niterói, Rio de Janeiro, Brazil. Electronic address: mipwalt@vm.uff.br."
26003629,1,"Genevieve","Andre-Fontaine","G","ONIRIS, Nantes, France, andre-fontaine@wanadoo.fr."
26003629,2,"Florence","Aviat","F",""
26003629,3,"Chantal","Thorin","C",""
26011315,1,"Munegowda","Koraluru","M","Department of Microbiology, Melaka Manipal Medical College, Manipal Campus, Manipal University, Manipal, Udupi, Karnataka, 576104, India."
26011315,2,"Indira","Bairy","I","Department of Microbiology, Melaka Manipal Medical College, Manipal Campus, Manipal University, Manipal, Udupi, Karnataka, 576104, India."
26011315,3,"Muralidhar","Varma","M","Department of Medicine, Kasturba Medical College, Manipal University, Madhav Nagar, Manipal, Karnataka, 576104, India."
26011315,4,"Sudha","Vidyasagar","S","Department of Medicine, Kasturba Medical College, Manipal University, Madhav Nagar, Manipal, Karnataka, 576104, India."
26020621,1,"P","Vijayachari","P","a Regional Medical Research Center; Indian Council of Medical Research ; Port Blair , Andaman & Nicobar Islands , India."
26020621,2,"K","Vedhagiri","K",""
26020621,3,"K","Mallilankaraman","K",""
26020621,4,"P P","Mathur","PP",""
26020621,5,"N Y","Sardesai","NY",""
26020621,6,"D B","Weiner","DB",""
26020621,7,"K E","Ugen","KE",""
26020621,8,"K","Muthumani","K",""
26026714,1,"Anna","Papa","A","Department of Microbiology, Medical School, Aristotle University of Thessaloniki, 54124 Thessaloniki, Greece. Electronic address: annap@med.auth.gr."
26026714,2,"Tzimoula","Kotrotsiou","T","Department of Microbiology, Medical School, Aristotle University of Thessaloniki, 54124 Thessaloniki, Greece."
26032783,1,"Andreas","Pospischil","A","Institute for Veterinary Pathology, University of Zurich, CH-8057 Zurich, Switzerland Collegium Helveticum, University of Zurich/Swiss Federal Institute of Technology in Zurich (ETHZ), CH-8092 Zurich, Switzerland apos@vetpath.uzh.ch."
26033024,1,"Jesse J","Waggoner","JJ","Division of Infectious Diseases and Geographic Medicine, Department of Medicine, Stanford University School of Medicine, Stanford, California; Division of Infectious Diseases, Sequoia Hospital, Redwood City, California; Department of Medicine, Stanford University School of Medicine, Stanford, California; Department of Pathology, Stanford University School of Medicine, Stanford, California waggo001@stanford.edu."
26033024,2,"Elizabeth A","Soda","EA","Division of Infectious Diseases and Geographic Medicine, Department of Medicine, Stanford University School of Medicine, Stanford, California; Division of Infectious Diseases, Sequoia Hospital, Redwood City, California; Department of Medicine, Stanford University School of Medicine, Stanford, California; Department of Pathology, Stanford University School of Medicine, Stanford, California."
26033024,3,"Ryan","Seibert","R","Division of Infectious Diseases and Geographic Medicine, Department of Medicine, Stanford University School of Medicine, Stanford, California; Division of Infectious Diseases, Sequoia Hospital, Redwood City, California; Department of Medicine, Stanford University School of Medicine, Stanford, California; Department of Pathology, Stanford University School of Medicine, Stanford, California."
26033024,4,"Philip","Grant","P","Division of Infectious Diseases and Geographic Medicine, Department of Medicine, Stanford University School of Medicine, Stanford, California; Division of Infectious Diseases, Sequoia Hospital, Redwood City, California; Department of Medicine, Stanford University School of Medicine, Stanford, California; Department of Pathology, Stanford University School of Medicine, Stanford, California."
26033024,5,"Benjamin A","Pinsky","BA","Division of Infectious Diseases and Geographic Medicine, Department of Medicine, Stanford University School of Medicine, Stanford, California; Division of Infectious Diseases, Sequoia Hospital, Redwood City, California; Department of Medicine, Stanford University School of Medicine, Stanford, California; Department of Pathology, Stanford University School of Medicine, Stanford, California."
26038504,1,"Li-Fang","Chou","LF","Kidney Research Center, Chang Gung Memorial Hospital , Taoyuan, Taiwan 33305."
26038504,2,"Ting-Wen","Chen","TW","Bioinformatics Core Laboratory, Molecular Medicine Research Center, Chang Gung University , Taoyuan, Taiwan 33302."
26038504,3,"Yi-Ching","Ko","YC","Kidney Research Center, Chang Gung Memorial Hospital , Taoyuan, Taiwan 33305."
26038504,4,"Ming-Jeng","Pan","MJ","Graduate Institute of Biotechnology, Central Taiwan University of Science and Technology , Taichung, Taiwan 40601."
